Hotel_Name,review_title,review_positive,review_negative,Reviewer_Score,date
"
Hotel
Holiday Inn Sittingbourne
","
Good stay, as per usual, and a modern clean hotel.
","Been here a few times and as usual service was very good. The hotel was well managed, staff friendly, and room clean. It's a comfortable place and number one choice when travelling for work.","The restaurant seating area was unfortunately closed due to COVID restrictions, hence no place to sit outside. This meant confined to room for stay. I was only here for one night hence manageable, but would have been more difficult if staying for a number of days. Meals were still being served, and the arrangements perfectly understandable.", 9.0 ,"
December 2020
"
"
Hotel
Holiday Inn Sittingbourne
","
Very good
",Great stay. Loved the bar/restaurant area. Child friendly,, 8.0 ,"
September 2020
"
"
Hotel
Holiday Inn Sittingbourne
","
Another excellent stay.
","Stayed in this hotel several times, and as usual the experience was very good. Staff were excellent and always happy to help, and from what I could see from behind their masks (!) service was with a smile.",Nothing really. All good. No problems., 9.0 ,"
November 2020
"
"
Hotel
Holiday Inn Sittingbourne
","
Good
",Staff were friendly and adhered to covid guidelines making us feel very safe. Great breakfast. ,"The common area upstairs was dirty, used glasses left there. Carpets are stained.  Very basic facilities. Gym is only for one person a time and even as a couple, was silly we couldn't use it together saving on booking twice. Lighting and sockets in room could be looked at. Dark and sockets in wrong locations", 7.0 ,"
November 2020
"
"
Hotel
Holiday Inn Sittingbourne
","
Very good
",12 check out is perfect most places between 10-11,, 8.0 ,"
November 2020
"
"
Hotel
Holiday Inn Sittingbourne
","
Good
",,Lobby carpet dirty, 7.0 ,"
September 2020
"
"
Hotel
The Marine
","
A perfect getaway
","The breakfast was lovely, rooms clean, staff so helpful and the tea and scones very reasonably priced.",, 10 ,"
October 2020
"
"
Hotel
The Marine
","
Will definitely book here again - and book a sea view room
",Wonderful room with great sea view. Breakfast was excellent - lots of choices and well cooked.,, 9.0 ,"
November 2020
"
"
Hotel
The Marine
","
Postcards from the Edge ....
",Excellent hotel and great location,Cooked breakfast could have been a little larger but very nice., 9.0 ,"
November 2020
"
"
Hotel
The Marine
","
Staff made it 
","Great location, beds really comfortable.  Nice extra touches in the room.  Diner was excellent as was the breakfast.  The staff were lovely and really made the stay.","A few cobwebs around, and the hallways are showing there age.  A bit disappointed in bathroom which had mouldy sealant in a couple of areas and needed refreshing. ", 8.0 ,"
November 2020
"
"
Hotel
The Marine
","
Very nice stay despite the awful weather
","Perfect location friendly staff
Hand sanitizer everywhere 
Great breakfast
Food in the restaurant in the evening was very good",, 10 ,"
October 2020
"
"
Hotel
The Marine
","
Really lovely space. Will deffo return, next time for more than one night
","Staff are fab, location (room with balcony) fab, pooch friendly, comfy beds - just all round ✔️",Hmm food could do with a wee uplift - but that’s all!, 9.0 ,"
October 2020
"
"
Hotel
The Marine
","
A real treat.
","Fantastic staff, gorgeous food and a lovely room. Will definitely be returning.",, 10 ,"
October 2020
"
"
Hotel
The Marine
","
Very chilled and relaxing
","Evening meal delicious with excellent service.
Breakfast delicious with excellent service
Very clean
Good coffee /tea facilities in room
Would visit again but would try for a seafront room",N/a, 10 ,"
October 2020
"
"
Hotel
The Marine
","
Wonderful. We wished that we had stayed for 2 nights instead of 1, and would happily stay again.
","Amazing location, beautiful room, fantastic view with beautiful light from the horizon, and super clean. Staff also all lovely and very friendly.",, 10 ,"
October 2020
"
"
Hotel
The Marine
","
I had a very enjoyable stay.  Lovely sea views from my room.
","Position of the hotel very good. Good room with lovely view of the sea.  Staff were friendly, polite and helpful.","Bathroom in my room was not good, too small. Shower was very difficult to work and also there was very little surface space. 
Dingy carpets and dark colours on the walls in the upstairs hallways.", 8.0 ,"
October 2020
"
"
Hotel
Spring River Ebbsfleet by Marston's Inns
","
Exceptional
","Spacious rooms, great location for us, friendly staff and the restaurant next door had great food. Free on site car parking.",, 10 ,"
June 2019
"
"
Hotel
Spring River Ebbsfleet by Marston's Inns
","
Exceptional
",Reception staff where very helpful and accommodating as we arrived after an 8 hour drive due to a motorway closure,If im being really picky I didnt like the selection of biscuits, 10 ,"
September 2020
"
"
Hotel
Spring River Ebbsfleet by Marston's Inns
","
Exceptional
","New, bright , clean good size rooms",, 10 ,"
November 2020
"
"
Hotel
Spring River Ebbsfleet by Marston's Inns
","
Very good
",Yes,No, 8.0 ,"
October 2020
"
"
Hotel
Spring River Ebbsfleet by Marston's Inns
","
Very good
","clean, pleasant, breakfast, staff, location",Tv could have been smart or have a seperate plug so I could use my own fire stick in the tv, 8.0 ,"
October 2020
"
"
Hotel
Spring River Ebbsfleet by Marston's Inns
","
My stay was absolutely wonderful.
","The room was very clean and spacious. The bed was very comfortable,it had tea/coffee facility which was great.",, 9.0 ,"
October 2020
"
"
Hotel
Spring River Ebbsfleet by Marston's Inns
","
Exceptional
",Fantastic Reception staff. Good restaurant. Great Location,, 10 ,"
October 2020
"
"
Hotel
Spring River Ebbsfleet by Marston's Inns
","
Good hotel to recharge
",Friendly staff and great customer service ,N/a, 8.0 ,"
November 2020
"
"
Hotel
Spring River Ebbsfleet by Marston's Inns
","
Relaxing for work
",Homely,Nothing, 8.0 ,"
November 2020
"
"
Hotel
Spring River Ebbsfleet by Marston's Inns
","
Very good
",,"The bed was so so hard and not enough pillows 
", 8.0 ,"
November 2020
"
"
Hotel
Holiday Inn Express Ramsgate – Minster
","
Exceptional
","Absolutely lovely, spotlessly clean and the staff were amazing! 
Will definitely be visiting again ",, 10 ,"
October 2018
"
"
Hotel
Holiday Inn Express Ramsgate – Minster
","
Vey happy with my stay.
","Room was great, nice and clean, and i got the location i asked for, Also the shower was really nice and warm and powerful.
The Breakfast was absolutely delicious also,  I will be returning next month without any hesitation,","Nothing i disliked,", 10 ,"
March 2021
"
"
Hotel
Holiday Inn Express Ramsgate – Minster
","
Very satisfied, I will be joining you again tomorrow evening,
","The Hotel is very clean and comfortable, also the staff are very helpful, The Hotel is also in a great location for my business trip, Also great facilities across the road for food and drink if required,",Nothing really, 9.0 ,"
February 2021
"
"
Hotel
Holiday Inn Express Ramsgate – Minster
","
It was fine, under the covid restrictions there were no problems.
",They were be all great.,, 7.0 ,"
December 2020
"
"
Hotel
Holiday Inn Express Ramsgate – Minster
","
Very satisfied
",It was all well organised and safe Covid wise..,, 10 ,"
December 2020
"
"
Hotel
Holiday Inn Express Ramsgate – Minster
","
Very good
",well controlled in these tough times. I felt safe,, 8.0 ,"
December 2020
"
"
Hotel
Holiday Inn Express Ramsgate – Minster
","
Superb
",Generous & varied breakfast. Safe free parking.,Dining facilities limited and had to eat in our room but NOT the fault of the hotel...purely due to covid19!, 9.0 ,"
December 2020
"
"
Hotel
Holiday Inn Express Ramsgate – Minster
","
It was very good and friendly
",The room was very good but wish they could put seating out side for older people could seat down as I have bad knee and can't stand for long,Breakfast, 8.0 ,"
December 2020
"
"
Hotel
Holiday Inn Express Ramsgate – Minster
","
Very good
",Can’t rate facilities as closed due to Covid,Location could be better, 8.0 ,"
December 2020
"
"
Hotel
Holiday Inn Express Ramsgate – Minster
","
Great visit 
",The staff were friendly and polite and helpful and the breakfast was very nice and staff did a good job with the covid restrictions ,All great , 10 ,"
November 2020
"
"
Hotel
Campanile Hotel Dartford
","
Leisure with a difference 
",The food. The breakfast. I just love it. The location to town was very convenient for me. ,Everything about the hotel is excellent. The staff is very attentive and caring. , 10 ,"
December 2019
"
"
Hotel
Campanile Hotel Dartford
","
Not bad at all
","It was  value for ya money, the reception area to the accommodation was a little tired looking. If that gets a freshen up it would give the hotel a better first impression.. ",Nothing really but the area leading to the stairs just needs a freshen up. Apart from that it was value for ya money., 8.0 ,"
March 2021
"
"
Hotel
Campanile Hotel Dartford
","
Very good
",all ok,no food, 8.0 ,"
November 2020
"
"
Hotel
Campanile Hotel Dartford
","
Very good
",,"Friendly stuff , good place , best word's for reception girl Sandra. ", 8.0 ,"
December 2020
"
"
Hotel
Campanile Hotel Dartford
","
Good
",Room was spacious and staff friendly ,, 7.0 ,"
November 2020
"
"
Hotel
Campanile Hotel Dartford
","
Pleasant.woold. stay again
",Comfortable bed nice size rooms.,Shower head was  broken and ya had to take it down to use it, 6.0 ,"
November 2020
"
"
Hotel
Campanile Hotel Dartford
","
Pleasant
",Location,Cold and noisy , 6.0 ,"
November 2020
"
"
Hotel
Campanile Hotel Dartford
","
Pleasant
",Location,Rooms aren’t very comfortable, 6.0 ,"
October 2020
"
"
Hotel
Campanile Hotel Dartford
","
Great value 
","Staff very helpful,original room was placed next To some ladies on a hen night or birthday which was very roudy,the receptionist changed our room due to having a 3 year old ",Holes in the car park...we parked our car at night and was holding my grandchild and nearly fell over after falling down the holes between cars, 8.0 ,"
October 2020
"
"
Hotel
Campanile Hotel Dartford
","
an affordable hotel , with good location and enthusiastic  staff !
",The breakfast was ok   room was adequate,"Another pillow would have been good, we asked for a quiet room but unfortunately  we're kept awake by guests above us who were partying till the early hours !", 7.0 ,"
October 2020
"
